出表日期,公司代號,公司名稱,召開股東會日期,股東依公司法第172條之1行使提案權-提案受理期間,提案受理處所,提案內容,date
1150514,2002,中鋼,1150522,1150316~1150325,中鋼集團總部大樓(地址：高雄市前鎮區成功二路88號),,2026-05-15
1150514,2006,東和鋼鐵,1150522,1150130~1150209,東和鋼鐵企業(股)公司財會部(台北市長安東路一段9號6樓),,2026-05-15
1150514,2007,燁興,1150624,1150417~1150427,燁興企業股份有限公司財務部。(地址：高雄市岡山區白米里寶米路369號) 電話：(07)6111111分機530。,,2026-05-15
1150514,2008,高興昌,1150617,1150401~1150410,高興昌鋼鐵股份有限公司股務課，地址：台北市大同區涼州街62號(電話:02-25536052),,2026-05-15
1150514,2009,第一銅,1150624,1150330~1150409,第一伸銅科技股份有限公司 總公司股務處，801高雄市前金區中正四路170號,,2026-05-15
1150514,2010,春源,1150611,1150327~1150407,春源鋼鐵工業股份有限公司財務部﹝地址：104台北市中山區復興北路502號4樓股務辦公室，電話：02-25018111ext.2298﹞,,2026-05-15
1150514,2012,春雨,1150528,1150320~1150330,春雨工廠股份有限公司財務部（地址：高雄市岡山區新樂街169號),,2026-05-15
1150514,2013,中鋼構,1150528,1150226~1150309,中國鋼鐵結構股份有限公司財務處（地址：824007高雄市燕巢區中興路500號）,,2026-05-15
1150514,2014,中鴻,1150522,1150313~1150323,中鴻鋼鐵股份有限公司(地址：825高雄市橋頭區芋寮路317號 財務處）,,2026-05-15
1150514,2015,豐興,1150527,1150313~1150323,豐興鋼鐵股份有限公司服務台。台中市后里區后科路3段259號1樓,,2026-05-15
1150514,2017,官田鋼,1150521,1150309~1150320,官田鋼鐵股份有限公司管理部(地址：70255台南市南區新建路47號4樓；電話：06-2643888）,,2026-05-15
1150514,2020,美亞,1150618,1150407~1150417,美亞鋼管廠股份有限公司，地址：(10477)台北市中山區民權東路三段二之一號12樓,,2026-05-15
1150514,2022,聚亨,1150528,1150126~1150205,聚亨企業股份有限公司財務部股務課，高雄市岡山區新樂街79之1號,,2026-05-15
1150514,2023,燁輝,1150625,1150419~1150429,燁輝企業股份有限公司財務部(地址：高雄市橋頭區芋寮路369號),,2026-05-15
1150514,2024,志聯,1150527,1150321~1150331,桃園市新屋區中興路480號。電話：03- 4772797。,,2026-05-15
1150514,2025,千興,1150609,1150326~1150407,千興不銹鋼股份有限公司財務部門(地址：台南市麻豆區工業路 222 號),,2026-05-15
1150514,2027,大成鋼,1150616,1150330~1150409,大成不銹鋼工業股份有限公司，台南市仁德區義林路122號。,,2026-05-15
1150514,2028,威致,1150618,1150330~1150409,本公司總經理室(台南市官田區南&#24269;里123號),,2026-05-15
1150514,2029,盛餘,1150612,1150402~1150413,盛餘股份有限公司 財務處（地址：81260高雄市小港區中林路11號）,,2026-05-15
1150514,2030,彰源,1150527,1150320~1150330,彰源企業股份有限公司(地址:雲林縣斗六市工業路122號，電話05-5571668 )。,,2026-05-15
1150514,2031,新光鋼,1150525,1150320~1150330,新北市三重區重新路4段97號25樓（本公司股務單位）。,,2026-05-15
1150514,2032,新鋼,1150618,1150410~1150420,新鋼工業股份有限公司總經理室，新北市新莊區大安路8號,,2026-05-15
1150514,2033,佳大,1150618,1150411~1150421,佳大世界股份有限公司財務處；台南市永康區永運五路2號；電話:06-2533117。,,2026-05-15
1150514,2034,允強,1150616,1150410~1150420,允強實業股份有限公司，彰化縣溪州鄉中山路四段270號,,2026-05-15
1150514,2038,海光,1150625,1150320~1150330,高雄市小港區沿海二路12號海光企業股份有限公司財務部，電話：07-8021011,,2026-05-15
1150514,2049,上銀,1150527,1150320~1150330,本公司財務部，台中市南屯區精科路7號,,2026-05-15
1150514,2059,川湖,1150630,1150416~1150427,川湖科技股份有限公司財務部（高雄市路竹區順安路299號),,2026-05-15
1150514,2062,橋椿,1150430,1150221~1150303,橋椿金屬股份有限公司財務部，地址：台中市大雅區科雅路11號，電話：04-22582062,,2026-05-15
1150514,2069,運錩,1150527,1150319~1150330,運錩鋼鐵股份有限公司股務課(801 高雄市前金區中正四路235號13樓之 1),,2026-05-15
1150514,2072,世紀風電,1150612,1150406~1150416,世紀離岸風電設備股份有限公司(新北市八里區下罟里5鄰中山路3段388之5號),,2026-05-15
1150514,2101,南港,1150526,1150320~1150330,南港輪胎股份有限公司(台北市大安區仁愛路三段136號6樓608室),,2026-05-15
1150514,2102,泰豐,1150520,1150306~1150316,泰豐輪胎股份有限公司財務部(地址：桃園市中壢區環北路398號2樓之2 電話：03-4522156),,2026-05-15
1150514,2103,台橡,1150529,1150323~1150401,台橡(股)公司財務處(台北市敦化南路二段95號24樓),,2026-05-15
1150514,2104,國際中橡,1150526,1150313~1150323,國際中橡投資控股股份有限公司董事會秘書室(地址：臺北市中山區中山北路二段113號8樓 電話:02-25317099分機20206),,2026-05-15
1150514,2105,正新,1150526,1150320~1150330,彰化縣大村鄉黃厝村美港路215號,,2026-05-15
1150514,2106,建大,1150603,1150316~1150326,建大工業股份有限公司-董事長室收，510-037彰化縣員林市中山路一段146號，電話：04-8345171,,2026-05-15
1150514,2107,厚生,1150612,1150402~1150413,厚生股份有限公司管理部(台北市漢口街一段82號7樓),,2026-05-15
1150514,2108,南帝,1150526,1150313~1150323,南帝化學工業股份有限公司，地址：高雄市林園區工業一路9號，電話：07-6413621,,2026-05-15
1150514,2109,華豐,1150527,1150321~1150331,本公司財務部，彰化縣大村鄉中山路二段300號,,2026-05-15
1150514,2114,鑫永銓,1150522,1150316~1150326,(鑫永銓股份有限公司財務部 地址：540南投市南崗三路294號電話：049-2263888),,2026-05-15
1150514,2115,六暉-KY,1150527,1150320~1150330,六暉控股股份有限公司台灣分公司董事長室(地址：彰化縣田中鎮新工五路64號，電話：04-8748122),,2026-05-15
1150514,2201,裕隆,1150527,1150312~1150323,本公司財務會計處股東關係組（231029新北市新店區中興路三段三號一樓）,,2026-05-15
1150514,2204,中華,1150529,1150313~1150323,中華汽車工業股份有限公司財務部財稅組(地址：326桃園市楊梅區秀才路618號),,2026-05-15
1150514,2206,三陽工業,1150626,1150418~1150428,三陽工業股份有限公司財管課(303新竹縣湖口鄉中華路3號),,2026-05-15
1150514,2207,和泰車,1150527,1150320~1150330,和泰汽車股份有限公司 公司治理推進室(台北市松江路121號4樓),,2026-05-15
1150514,2208,台船,1150625,1150417~1150427,台灣國際造船股份有限公司董事會(地址：812高雄市小港區中鋼路3號)。,,2026-05-15
1150514,2211,長榮鋼,1150527,1150202~1150211,本公司 公司治理部(地址：104473台北市中山區民生東路二段166號2樓),,2026-05-15
1150514,2227,裕日車,1150626,1150410~1150420,本公司股務組，新北市新店區中興路三段3號1樓,,2026-05-15
1150514,2228,劍麟,1150529,1150322~1150401,本公司財會總處＜地址：新北市汐止區新台五路一段98號19樓，電話：(02)2696-2818＞,,2026-05-15
1150514,2231,為升,1150526,1150320~1150330,(請輸入受理處所及地址，如：XX公司股務部，台北X路X段X號X樓),,2026-05-15
1150514,2233,宇隆,1150526,1150316~1150326,宇隆科技股份有限公司財管處(台中市梧棲區經二路27號),,2026-05-15
1150514,2236,百達-KY,1150629,1150417~1150427,百達精密工業股份有限公司財務部(地址：台北市松山區敦化北路205號3樓，電話：(02)2750-0076，電子郵件信箱：secretary@patec.com.sg),,2026-05-15
1150514,2239,英利-KY,1150617,1150410~1150420,開曼英利工業股份有限公司，地址：台灣彰化縣彰化市中山路二段349號8樓。,,2026-05-15
1150514,2241,艾姆勒,1150528,1150321~1150331,艾姆勒科技股份有限公司財務部，地址：新北市林口區文化三路二段455號10樓，電話：02-2602-6787。,,2026-05-15
1150514,2243,宏旭-KY,1150525,1150323~1150401,宏旭控股股份有限公司台灣分公司，新北市林口區文化一路一段86號2樓,,2026-05-15
1150514,2247,汎德永業,1150612,1150407~1150417,汎德永業汽車股份有限公司 財務部(地址：台北市內湖區行愛路100號6樓),,2026-05-15
1150514,2248,華勝-KY,1150612,1150402~1150413,華勝汽車電子股份有限公司（台北市南京東路二段150號7樓729室）,,2026-05-15
1150514,2250,IKKA-KY,1150626,1150413~1150423,本公司行政部（地址：新竹縣關西鎮深坑子3-1號，電話：03-5870928）,,2026-05-15
1150514,2254,巨鎧精密-創,1150527,1150320~1150330,本公司(臺南市安南區科技二路50號),,2026-05-15
1150514,2258,鴻華先進-創,1150522,1150313~1150323,鴻華先進科技股份有限公司董事會秘書室收 (新北市新店區寶高路26號8樓)。,,2026-05-15
1150514,2301,光寶科,1150520,1150306~1150316,光寶科技股份有限公司(台北市內湖區瑞光路392號),,2026-05-15
1150514,2302,麗正,1150522,1150313~1150323,本公司股務室(地址：台北市士林區承德路四段192-2號，電話：02-28801122) 。,,2026-05-15
1150514,2303,聯電,1150527,1150320~1150330,聯華電子股份有限公司 財務處 (地址：台北市內湖路一段68號8樓),,2026-05-15
1150514,2305,全友,1150526,1150321~1150331,全友電腦股份有限公司會計部，地址：新竹科學園區工業東三路6號,,2026-05-15
1150514,2308,台達電,1150528,1150313~1150323,台達電子工業股份有限公司，台北市內湖區瑞光路186號,,2026-05-15
1150514,2312,金寶,1150525,1150313~1150323,新北市深坑區北深路三段147號（股務室收）,,2026-05-15
1150514,2313,華通,1150528,1150320~1150330,本公司(地址：桃園市蘆竹區新莊里大新路814巷91號),,2026-05-15
1150514,2314,台揚,1150626,1150417~1150428,台揚科技股份有限公司股務室(新竹科學園區新竹市創新二路一號，電話:03-5773335),,2026-05-15
1150514,2316,楠梓電,1150612,1150403~1150413,高雄市楠梓區開發路39號9樓（本公司財會部）,,2026-05-15
1150514,2317,鴻海,1150529,1150209~1150225,鴻海精密工業股份有限公司股務部(新北市土城區自由街2號),,2026-05-15
1150514,2321,東訊,1150526,1150320~1150330,台新綜合證券股務代理部(地址:台北市建國北路一段96號B1),,2026-05-15
1150514,2323,中環,1150611,1150402~1150413,中環股份有限公司股務(地址：台北市中山區民權西路53號15樓),,2026-05-15
1150514,2324,仁寶,1150529,1150306~1150316,仁寶電腦工業股份有限公司股務(台北市內湖區瑞光路581號),,2026-05-15
1150514,2327,國巨*,1150527,1150320~1150330,國巨股份有限公司(地址：新北市新店區寶橋路233之1號3樓)。,,2026-05-15
1150514,2328,廣宇,1150527,1150313~1150323,廣宇科技股份有限公司 地址：新北市中和區建八路200號6樓,,2026-05-15
1150514,2329,華泰,1150529,1150316~1150326,華泰電子股份有限公司 會計處，地址為高雄市楠梓區中三街9號。,,2026-05-15
1150514,2330,台積電,1150604,1150331~1150409,台灣積體電路製造股份有限公司 股務及上市法規遵循部（地址：300096 新竹科學園區力行六路8號）,,2026-05-15
1150514,2331,精英,1150527,1150306~1150316,台北市中山區中山北路三段22-1號9樓 (本公司永續發展暨公司治理部）,,2026-05-15
1150514,2332,友訊,1150525,1150313~1150323,友訊科技股份有限公司財務處（地址：114065台北市內湖區新湖三路289號）,,2026-05-15
1150514,2337,旺宏,1150527,1150312~1150321,旺宏電子股份有限公司股務室，地址：104台北市中山區松江路162之1號2樓,,2026-05-15
1150514,2338,光罩,1150618,1150402~1150413,新竹科學園區新竹縣寶山鄉創新一路11號台灣光罩股份有限公司財務部,,2026-05-15
1150514,2340,台亞,1150625,1150417~1150427,台亞半導體股份有限公司 (地址:新竹科學園區新竹市力行五路一號),,2026-05-15
1150514,2342,茂矽,1150520,1150313~1150323,台灣茂矽電子(股)公司財務處(地址：新竹市科學園區研新一路1號),,2026-05-15
1150514,2344,華邦電,1150529,1150313~1150323,華邦電子股份有限公司股務辦事處,,2026-05-15
1150514,2345,智邦,1150611,1150404~1150414,智邦科技股份有限公司 股務處，地址：30077新竹市科學園區研新三路一號，電話：03-5770270,,2026-05-15
1150514,2347,聯強,1150529,1150323~1150402,聯強國際股份有限公司【地址：台北市南港區巿民大道8段205號27樓】,,2026-05-15
1150514,2348,海悅,1150617,1150413~1150423,海悅國際開發股份有限公司（地址：105台北市敦化北路260號7樓),,2026-05-15
1150514,2349,錸德,1150616,1150407~1150417,錸德科技股份有限公司財務中心(地址：新竹縣湖口鄉新竹工業區光復北路42號，電話：03-5985696分機8800),,2026-05-15
1150514,2351,順德,1150521,1150315~1150325,順德工業股份有限公司（彰化市彰南路二段260號）,,2026-05-15
1150514,2352,佳世達,1150529,1150320~1150331,333桃園市龜山區山鶯路157號 佳世達科技股份有限公司 財務中心,,2026-05-15
1150514,2353,宏碁,1150529,1150313~1150323,宏碁股份有限公司股務室 (105001台北市松山區復興北路369號7樓之5),,2026-05-15
1150514,2354,鴻準,1150529,1150320~1150331,鴻準精密工業股份有限公司董事會秘書室(新北市土城區中山路3-2號),,2026-05-15
1150514,2355,敬鵬,1150624,1150417~1150427,(敬鵬工業股份有限公司﹝地址：桃園市蘆竹區內厝里內厝街四十六號，電話：03-3222226﹞,,2026-05-15
1150514,2356,英業達,1150527,1150317~1150327,英業達股份有限公司股務部，台北市士林區後港街66號,,2026-05-15
1150514,2357,華碩,1150529,1150323~1150401,凱基證券股份有限公司股務代理部(台北市重慶南路一段2號5樓),,2026-05-15
1150514,2359,所羅門,1150609,1150326~1150407,所羅門股份有限公司股務室(地址：11494台北內湖區行忠路42號6樓),,2026-05-15
1150514,2360,致茂,1150529,1150320~1150331,桃園市龜山區文茂路88號(本公司財務處),,2026-05-15
1150514,2362,藍天,1150529,1150317~1150327,藍天電腦股份有限公司 股務室(地址：新北市新莊區思源路555號35樓，電話(02)2278-9696),,2026-05-15
1150514,2363,矽統,1150526,1150320~1150330,矽統科技股份有限公司財務部收，地址：新竹市公道五路二段180號,,2026-05-15
1150514,2364,倫飛,1150612,1150407~1150417,台北市內湖區瑞光路550號11樓，本公司櫃台,,2026-05-15
