出表日期,報告年度,公司代號,公司名稱,使用率(再生能源/總能源),資料範圍,取得驗證,date
1150513,113,8101,華冠,N/A,N/A,N/A,2026-05-17
1150513,113,8103,瀚荃,1.4000%,新北市淡水區中正東路一段3巷9號9樓,N/A,2026-05-17
1150513,113,8104,錸寶,N/A,N/A,N/A,2026-05-17
1150513,113,8105,凌巨,N/A,N/A,N/A,2026-05-17
1150513,113,8110,華東,1.0013%,僅母公司,ISO 50001,2026-05-17
1150513,113,8112,至上,N/A,N/A,N/A,2026-05-17
1150513,113,8114,振樺電,N/A,N/A,N/A,2026-05-17
1150513,113,8131,福懋科,3.0900%,福懋科技公司全廠區,ISO 50001,2026-05-17
1150513,113,8150,南茂,0.5657%,已完成合併財務報表之母子公司,ISO 50001,2026-05-17
1150513,113,8162,微矽電子-創,N/A,N/A,中華民國確信準則3000號,2026-05-17
1150513,113,8163,達方,8.7053%,達方(包含總部與桃園廠、台南廠、蘇州廠、淮安廠、重慶廠、越南廠),ISO 50001,2026-05-17
1150513,113,8201,無敵,N/A,N/A,N/A,2026-05-17
1150513,113,8210,勤誠,5.4900%,勤誠總部、嘉義廠、勤昆廠、前盛廠、勤鋒廠、美國辦公室、德國辦公室、中國辦公室,ISO 50001,2026-05-17
1150513,113,8213,志超,0.5761%,統盟無錫、志超遂寧,ISO 50001,2026-05-17
1150513,113,8215,明基材,23.7244%,桃園廠區、雲林廠區及大陸廠區,ISO 50001,2026-05-17
1150513,113,8222,寶一,N/A,N/A,N/A,2026-05-17
1150513,113,8249,菱光,N/A,N/A,N/A,2026-05-17
1150513,113,8261,富鼎,N/A,N/A,N/A,2026-05-17
1150513,113,8271,宇瞻,N/A,N/A,N/A,2026-05-17
1150513,113,8341,日友,N/A,N/A,N/A,2026-05-17
1150513,113,8367,建新國際,N/A,N/A,N/A,2026-05-17
1150513,113,8374,羅昇,N/A,N/A,N/A,2026-05-17
1150513,113,8404,百和興業-KY,42.0851%,江蘇百宏複合材料科技股份有限公司、東莞百宏實業有限公司、越南百宏責任有限公司,ISO 50001,2026-05-17
1150513,113,8411,福貞-KY,N/A,N/A,N/A,2026-05-17
1150513,113,8422,可寧衛,46.1700%,本公司以下營運據點：上評資源循環股份有限公司、大倉實業股份有限公司、大創綠能股份有限公司、可寧衛企業股份有限公司、可寧衛股份有限公司-固化廠、可寧衛股份有限公司-總部、吉鼎材料股份有限公司、岡聯事業股份有限公司,ISO 50001,2026-05-17
1150513,113,8429,金麗-KY,N/A,N/A,N/A,2026-05-17
1150513,113,8438,昶昕,N/A,N/A,N/A,2026-05-17
1150513,113,8442,威宏-KY,32.7000%,合併財務報表之母子公司,N/A,2026-05-17
1150513,113,8443,阿瘦,N/A,N/A,N/A,2026-05-17
1150513,113,8454,富邦媒,N/A,N/A,N/A,2026-05-17
1150513,113,8462,柏文,N/A,N/A,N/A,2026-05-17
1150513,113,8463,潤泰材,N/A,N/A,N/A,2026-05-17
1150513,113,8464,億豐,N/A,N/A,N/A,2026-05-17
1150513,113,8466,美吉吉-KY,2.0957%,"美喆國際企業股份有限公司(土城總公司：新北市土城區大暖路126號及台南廠區：台南市安南區工業三路16號)
東莞美哲塑膠製品有限公司
東莞普隆塑膠製品有限公司
",N/A,2026-05-17
1150513,113,8467,波力-KY,3.4100%,台灣總公司/台灣大里廠/桐鄉波力/桐鄉健佑,N/A,2026-05-17
1150513,113,8473,山林水,0.2000%,合併財務報表之母子公司,N/A,2026-05-17
1150513,113,8476,台境*,N/A,N/A,N/A,2026-05-17
1150513,113,8478,東哥遊艇,N/A,N/A,N/A,2026-05-17
1150513,113,8481,政伸,4.1700%,母公司,N/A,2026-05-17
1150513,113,8482,商億-KY,N/A,N/A,N/A,2026-05-17
1150513,113,8487,愛爾達-創,N/A,N/A,N/A,2026-05-17
1150513,113,8488,吉源-KY,N/A,N/A,N/A,2026-05-17
1150513,113,8499,鼎炫-KY,N/A,N/A,N/A,2026-05-17
1150513,113,8926,台汽電,N/A,N/A,N/A,2026-05-17
1150513,113,8940,新天地,N/A,N/A,N/A,2026-05-17
1150513,113,8996,高力,N/A,N/A,N/A,2026-05-17
1150513,113,9802,鈺齊-KY,8.9132%,台灣總部、中國和誠廠、柬埔寨齊鼎廠、越南鈺齊廠,N/A,2026-05-17
1150513,113,9902,台火,N/A,N/A,N/A,2026-05-17
1150513,113,9904,寶成,26.6903%,本公司製鞋業務範圍中，共有8個廠區有取得能源管理驗證,ISO 50001,2026-05-17
1150513,113,9905,大華,N/A,N/A,N/A,2026-05-17
1150513,113,9906,欣巴巴,N/A,N/A,N/A,2026-05-17
1150513,113,9907,統一實,0.8900%,母公司個體(包含:台灣個體一廠及二廠),N/A,2026-05-17
1150513,113,9908,大台北,N/A,N/A,N/A,2026-05-17
1150513,113,9910,豐泰,21.4000%,包含豐泰集團總部及各地區子公司，但不包含控股等關係企業。,N/A,2026-05-17
1150513,113,9911,櫻花,N/A,N/A,N/A,2026-05-17
1150513,113,9912,偉聯,N/A,N/A,N/A,2026-05-17
1150513,113,9914,美利達,4.7000%,已完成母公司,ISO 50001,2026-05-17
1150513,113,9917,中保科,N/A,N/A,N/A,2026-05-17
1150513,113,9918,欣天然,N/A,N/A,N/A,2026-05-17
1150513,113,9919,康那香,N/A,N/A,N/A,2026-05-17
1150513,113,9921,巨大,12.0459%,巨大集團-台灣廠（日南）,ISO 50001,2026-05-17
1150513,113,9924,福興,N/A,N/A,N/A,2026-05-17
1150513,113,9925,新保,N/A,N/A,N/A,2026-05-17
1150513,113,9926,新海,N/A,N/A,N/A,2026-05-17
1150513,113,9927,泰銘,N/A,N/A,N/A,2026-05-17
1150513,113,9928,中視,N/A,N/A,N/A,2026-05-17
1150513,113,9929,秋雨,N/A,N/A,N/A,2026-05-17
1150513,113,9930,中聯資源,2.0286%,涵蓋母公司南部研磨廠及中部研磨廠,ISO 50001,2026-05-17
1150513,113,9931,欣高,N/A,N/A,N/A,2026-05-17
1150513,113,9933,中鼎,61.0000%,總部大樓再生能源使用率,N/A,2026-05-17
1150513,113,9934,成霖,0.0800%,子公司(山東美林衛浴有限公司),ISO 50001,2026-05-17
1150513,113,9935,慶豐富,N/A,N/A,N/A,2026-05-17
1150513,113,9937,全國,0.0000%,包含合併財務報表之母子公司,N/A,2026-05-17
1150513,113,9938,百和,13.6237%,本公司、越南百和責任有限公司、印尼百和股份有限公司、江蘇百宏複合材料股份有限公司、東莞百宏實業有限公司及越南百宏責任有限公司,ISO 50001,2026-05-17
1150513,113,9939,宏全,N/A,N/A,N/A,2026-05-17
1150513,113,9940,信義,21.9864%,信義房屋股份有限公司,ISO 50001,2026-05-17
1150513,113,9941,裕融,1.4873%,本公司+子公司新鑫、裕富全台辦公室據點,N/A,2026-05-17
1150513,113,9942,茂順,N/A,N/A,N/A,2026-05-17
1150513,113,9943,好樂迪,0.0000%,合併財務報表之母子公司,N/A,2026-05-17
1150513,113,9944,新麗,N/A,N/A,N/A,2026-05-17
1150513,113,9945,潤泰新,N/A,N/A,N/A,2026-05-17
1150513,113,9946,三發地產,N/A,N/A,N/A,2026-05-17
1150513,113,9955,佳龍,4.2879%,僅母公司環科廠,N/A,2026-05-17
1150513,113,9958,世紀鋼,N/A,N/A,ISO 50001,2026-05-17
1150513,113,1101,台泥,2.0512%,台灣與中國大陸水泥事業，包含台泥水泥廠、製品廠及轄下發貨站、粉磨站、辦公室，以及子公司萬青水泥、鳳勝實業、Hong Kong Cement、礦業公司、環保科技公司100%營運據點,ISO 50001,2026-05-17
1150513,113,1102,亞泥,0.1100%,母公司,ISO 50001,2026-05-17
1150513,113,1103,嘉泥,N/A,N/A,ISO 50001,2026-05-17
1150513,113,1104,環泥,0.3007%,合併財務報表之母子公司,N/A,2026-05-17
1150513,113,1108,幸福,N/A,N/A,N/A,2026-05-17
1150513,113,1109,信大,N/A,N/A,N/A,2026-05-17
1150513,113,1110,東泥,N/A,N/A,N/A,2026-05-17
1150513,113,1201,味全,0.0000%,僅母公司,ISO 50001,2026-05-17
1150513,113,1203,味王,N/A,N/A,N/A,2026-05-17
1150513,113,1210,大成,0.0000%,大成長城母公司與台灣子公司,N/A,2026-05-17
1150513,113,1213,大飲,N/A,N/A,N/A,2026-05-17
1150513,113,1215,卜蜂,0.1200%,南投肉食品加工廠、台中飼料廠、高雄飼料廠、雲林飼料廠,N/A,2026-05-17
1150513,113,1216,統一,0.0018%,永康總廠、新市總廠(含冰品廠、冷調食品廠)、台中總廠、楊梅總廠(含瑞芳礦泉水廠)及中壢總廠 (含麻豆麵包廠)、TMR、物流倉庫、台北分公司、高雄辦公室、內湖辦公室、五股辦公室、湖口園區(含冰塊廠)等廠區,ISO 50001,2026-05-17
1150513,113,1217,愛之味,N/A,N/A,N/A,2026-05-17
1150513,113,1218,泰山,55.1800%,泰山食品廠，油脂廠，以北斗牧場,N/A,2026-05-17
1150513,113,1219,福壽,N/A,N/A,ISO 50001,2026-05-17
1150513,113,1220,台榮,N/A,N/A,N/A,2026-05-17
1150513,113,1225,福懋油,0.0000%,母公司,N/A,2026-05-17
1150513,113,1227,佳格,N/A,N/A,N/A,2026-05-17
1150513,113,1229,聯華,N/A,N/A,ISO 50001,2026-05-17
1150513,113,1231,聯華食,0.6000%,總公司、各辦事處及各廠區，共計12處,ISO 50001,2026-05-17
1150513,113,1232,大統益,0.3500%,僅母公司,N/A,2026-05-17
1150513,113,1233,天仁,N/A,N/A,N/A,2026-05-17
1150513,113,1234,黑松,1.4800%,母公司(含台北總公司、中壢廠、斗六廠),ISO 50001,2026-05-17
1150513,113,1235,興泰,N/A,N/A,N/A,2026-05-17
1150513,113,1236,宏亞,4.0000%,全體公司,N/A,2026-05-17
1150513,113,1256,鮮活果汁-KY,N/A,N/A,N/A,2026-05-17
1150513,113,1301,台塑,0.0270%,僅母公司。,ISO 50001,2026-05-17
1150513,113,1303,南亞,0.3221%,南亞母公司+台灣子公司,ISO 50001,2026-05-17
1150513,113,1304,台聚,N/A,N/A,ISO 50001,2026-05-17
1150513,113,1305,華夏,0.0097%,華夏頭份總廠、台氯林園廠、華聚林園廠,ISO 50001,2026-05-17
1150513,113,1307,三芳,2.5000%,合併財務報表之母子公司,N/A,2026-05-17
1150513,113,1308,亞聚,N/A,N/A,ISO 50001,2026-05-17
1150513,113,1309,台達化,N/A,N/A,ISO 50001,2026-05-17
1150513,113,1310,台苯,1.5421%,台苯高雄廠總用電量,N/A,2026-05-17
1150513,113,1312,國喬,N/A,N/A,N/A,2026-05-17
1150513,113,1313,聯成,N/A,N/A,ISO 50001,2026-05-17
1150513,113,1314,中石化,1.2296%,主要生產工廠,ISO 50001,2026-05-17
1150513,113,1315,達新,6.7400%,母公司,N/A,2026-05-17
1150513,113,1316,上曜,N/A,N/A,N/A,2026-05-17
1150513,113,1319,東陽,N/A,N/A,N/A,2026-05-17
1150513,113,1321,大洋,N/A,N/A,N/A,2026-05-17
1150513,113,1323,永裕,1.3632%,已完成母公司,N/A,2026-05-17
1150513,113,1324,地球,N/A,N/A,N/A,2026-05-17
1150513,113,1325,恆大,N/A,N/A,N/A,2026-05-17
1150513,113,1326,台化,0.6549%,2024年台化及台醋公司之台灣廠區資料,N/A,2026-05-17
1150513,113,1337,再生-KY,N/A,N/A,N/A,2026-05-17
1150513,113,1338,廣華-KY,N/A,N/A,N/A,2026-05-17
1150513,113,1339,昭輝,N/A,N/A,N/A,2026-05-17
1150513,113,1340,勝悅-KY,N/A,N/A,N/A,2026-05-17
1150513,113,1341,富林-KY,2.8146%,越南子公司,N/A,2026-05-17
1150513,113,1342,八貫,N/A,N/A,N/A,2026-05-17
1150513,113,1402,遠東新,7.0000%,本公司生產事業主要據點,ISO 50001,2026-05-17
1150513,113,1409,新纖,N/A,N/A,ISO 50001,2026-05-17
1150513,113,1410,南染,N/A,N/A,N/A,2026-05-17
1150513,113,1413,宏洲,N/A,N/A,N/A,2026-05-17
1150513,113,1414,東和,N/A,N/A,N/A,2026-05-17
1150513,113,1416,廣豐,N/A,N/A,N/A,2026-05-17
1150513,113,1417,嘉裕,N/A,N/A,N/A,2026-05-17
1150513,113,1418,東華,N/A,N/A,N/A,2026-05-17
1150513,113,1419,新紡,N/A,N/A,N/A,2026-05-17
1150513,113,1423,利華,N/A,N/A,N/A,2026-05-17
1150513,113,1432,大魯閣,N/A,N/A,N/A,2026-05-17
1150513,113,1434,福懋,9.0900%,包含合併財務報表之母子公司,ISO 50001,2026-05-17
1150513,113,1435,中福,N/A,N/A,N/A,2026-05-17
1150513,113,1436,華友聯,N/A,N/A,N/A,2026-05-17
1150513,113,1437,勤益控,N/A,N/A,N/A,2026-05-17
1150513,113,1438,三地開發,N/A,N/A,N/A,2026-05-17
1150513,113,1439,雋揚,N/A,N/A,N/A,2026-05-17
1150513,113,1440,南紡,0.8352%,僅母公司,ISO 50001,2026-05-17
1150513,113,1441,大東,N/A,N/A,N/A,2026-05-17
1150513,113,1442,名軒,N/A,N/A,N/A,2026-05-17
1150513,113,1443,立益物流,N/A,N/A,N/A,2026-05-17
1150513,113,1444,力麗,N/A,N/A,N/A,2026-05-17
1150513,113,1445,大宇,N/A,N/A,N/A,2026-05-17
1150513,113,1446,宏和,N/A,N/A,N/A,2026-05-17
1150513,113,1447,力鵬,N/A,N/A,N/A,2026-05-17
1150513,113,1449,佳和,N/A,N/A,N/A,2026-05-17
1150513,113,1451,年興,N/A,N/A,N/A,2026-05-17
1150513,113,1452,宏益,0.0000%,已完成母公司,N/A,2026-05-17
1150513,113,1453,大將,N/A,N/A,N/A,2026-05-17
1150513,113,1454,台富,1.5000%,母公司,N/A,2026-05-17
1150513,113,1455,集盛,N/A,N/A,N/A,2026-05-17
1150513,113,1456,怡華,N/A,N/A,N/A,2026-05-17
1150513,113,1457,宜進,N/A,N/A,N/A,2026-05-17
1150513,113,1459,聯發,N/A,N/A,N/A,2026-05-17
1150513,113,1460,宏遠,0.4916%,母公司,ISO 50001,2026-05-17
1150513,113,1463,強盛新,N/A,N/A,N/A,2026-05-17
1150513,113,1464,得力,N/A,N/A,ISO 50001,2026-05-17
1150513,113,1465,偉全,N/A,N/A,N/A,2026-05-17
1150513,113,1466,聚隆,1.3742%,母公司,ISO 50001,2026-05-17
1150513,113,1467,南緯,N/A,N/A,N/A,2026-05-17
1150513,113,1468,昶和,N/A,N/A,N/A,2026-05-17
1150513,113,1470,大統新創,N/A,N/A,N/A,2026-05-17
1150513,113,1471,首利,N/A,N/A,N/A,2026-05-17
1150513,113,1472,三洋實業,N/A,N/A,N/A,2026-05-17
1150513,113,1473,台南,N/A,N/A,N/A,2026-05-17
1150513,113,1474,弘裕,N/A,N/A,N/A,2026-05-17
1150513,113,1475,業旺,N/A,N/A,N/A,2026-05-17
1150513,113,1476,儒鴻,1.9137%,包含合併財務報表之母子公司,ISO 50001,2026-05-17
1150513,113,1477,聚陽,50.0000%,包含合併財務報表之母子公司,ISAE3000,2026-05-17
1150513,113,1503,士電,1.0000%,採營運控制法，涵蓋台灣地區之辦公室、電裝廠、重電廠、新豐廠、案場以及合併報表子公司涵蓋大陸地區、越南、美國及菲律賓之子公司、分公司、辦事處／聯絡處。,N/A,2026-05-17
1150513,113,1504,東元,15.7300%,生產型台灣地區、大陸/越南地區、美國地區 、義大利地區及銷售型據點佔全集團營收佔比84.3%,N/A,2026-05-17
1150513,113,1506,正道,0.0000%,"包含合併財務報表之母子公司
",N/A,2026-05-17
1150513,113,1512,瑞利,N/A,N/A,N/A,2026-05-17
1150513,113,1513,中興電,0.0000%,母公司,N/A,2026-05-17
1150513,113,1514,亞力,8.0400%,本公司以下營運據點：亞力電機股份有限公司新莊廠、亞力電機股份有限公司楊梅廠、亞力電機股份有限公司總公司,N/A,2026-05-17
1150513,113,1515,力山,19.4027%,母公司+子公司力山科技,N/A,2026-05-17
1150513,113,1516,川飛,N/A,N/A,N/A,2026-05-17
1150513,113,1517,利奇,14.6315%,母公司,N/A,2026-05-17
1150513,113,1519,華城,0.0000%,合併財務報表之母子公司,ISO 50001,2026-05-17
1150513,113,1521,大億,N/A,N/A,N/A,2026-05-17
1150513,113,1522,堤維西,N/A,N/A,N/A,2026-05-17
1150513,113,1524,耿鼎,N/A,N/A,N/A,2026-05-17
1150513,113,1525,江申,N/A,N/A,N/A,2026-05-17
1150513,113,1526,日馳,N/A,N/A,N/A,2026-05-17
1150513,113,1527,鑽全,0.3038%,鑽全個體公司重要營運據點,N/A,2026-05-17
1150513,113,1528,恩德,N/A,N/A,N/A,2026-05-17
1150513,113,1529,樂事綠能,N/A,N/A,N/A,2026-05-17
1150513,113,1530,亞崴,N/A,N/A,ISO 50001,2026-05-17
1150513,113,1531,高林股,34.2400%,工廠使用的能源主要包括設備用能、電力使用、公務車及堆高機用能，而總公司主要能耗為電力使用。,N/A,2026-05-17
1150513,113,1532,勤美,4.1000%,勤美金屬成型事業處、蘇州勤美達精密機械有限公司(CMS)、勤威(天津)工業有限公司(CMW)、蘇州勤堡精密機械有限公司(CMB)及勤美達（武漢）精密機械有限公司(CMH),ISO 50001,2026-05-17
1150513,113,1533,車王電,N/A,N/A,N/A,2026-05-17
1150513,113,1535,中宇,N/A,N/A,N/A,2026-05-17
1150513,113,1536,和大,7.8700%,僅母公司,ISO 50001,2026-05-17
1150513,113,1537,廣隆,0.8908%,包含合併財務報表之母子公司,N/A,2026-05-17
1150513,113,1538,正峰,N/A,N/A,N/A,2026-05-17
1150513,113,1539,巨庭,N/A,N/A,N/A,2026-05-17
1150513,113,1540,喬福,N/A,N/A,N/A,2026-05-17
1150513,113,1541,錩泰,N/A,N/A,N/A,2026-05-17
1150513,113,1558,伸興,N/A,N/A,ISO 50001,2026-05-17
1150513,113,1560,中砂,5.9700%,再生能源資料僅母公司	,ISO 50001,2026-05-17
1150513,113,1563,巧新,0.8600%,僅母公司,ISO 50001,2026-05-17
1150513,113,1568,倉佑,0.0000%, 目前無使用,N/A,2026-05-17
1150513,113,1582,信錦,N/A,N/A,N/A,2026-05-17
1150513,113,1583,程泰,N/A,N/A,ISO 50001,2026-05-17
1150513,113,1587,吉茂,N/A,N/A,N/A,2026-05-17
1150513,113,1589,永冠-KY,2.6200%,合併財務報表之母子公司,ISO 50001,2026-05-17
1150513,113,1590,亞德客-KY,3.2665%,考量揭露訊息之重大性以及實際管理需求，涵蓋主要銷售據點、主要生產基地和營運總部，合計揭露比重佔 2024 年合併營業收入達96%，亦達2024年度生產產值100%。,N/A,2026-05-17
1150513,113,1597,直得,20.0000%,樹谷廠,N/A,2026-05-17
1150513,113,1598,岱宇,N/A,N/A,N/A,2026-05-17
1150513,113,1603,華電,0.0000%,新莊廠、新屋廠,N/A,2026-05-17
1150513,113,1604,聲寶,0.2000%,生產線上,ISO 50001,2026-05-17
1150513,113,1605,華新,10.6000%,"本公司不銹鋼事業單位（鹽水廠、臺中廠、煙台華新、常熟華新、江陰合金、華新精密科技、CAS ）
",ISO 50001,2026-05-17
1150513,113,1608,華榮,N/A,N/A,N/A,2026-05-17
1150513,113,1609,大亞,1.4642%,大亞公司(個體),ISO 50001,2026-05-17
1150513,113,1611,中電,N/A,N/A,N/A,2026-05-17
1150513,113,1612,宏泰,0.0000%,包含合併財務報表之母子公司,N/A,2026-05-17
1150513,113,1614,三洋電,N/A,N/A,N/A,2026-05-17
1150513,113,1615,大山,N/A,N/A,N/A,2026-05-17
1150513,113,1616,億泰,N/A,N/A,N/A,2026-05-17
1150513,113,1617,榮星,N/A,N/A,N/A,2026-05-17
1150513,113,1618,合機,N/A,N/A,N/A,2026-05-17
1150513,113,1626,艾美特-KY,N/A,N/A,N/A,2026-05-17
1150513,113,1702,南僑,1.0000%,台灣、中國大陸、泰國地區之製造單位 ,ISO 50001,2026-05-17
1150513,113,1707,葡萄王,1.7000%,葡萄王生技股份有限公司、葡眾企業股份有限公司、溢昭股份有限公司、上海葡萄王企業有限公司,ISO 50001,2026-05-17
1150513,113,1708,東鹼,0.0000%,東南實業股份有限公司,N/A,2026-05-17
1150513,113,1709,和益,0.1800%,母公司和益及子公司聯超、和協,"ISO 50001,確信準則3000號",2026-05-17
1150513,113,1710,東聯,1.8000%,高雄林園廠,ISO 50001,2026-05-17
1150513,113,1711,永光,0.2423%,ISO 50001桃園第一廠至第四廠及子公司全通科技,ISO 50001,2026-05-17
1150513,113,1712,興農,0.0000%,母公司王田廠、王田二廠、王田三廠、生物工廠、大肚廠、彰濱廠,N/A,2026-05-17
1150513,113,1713,國化,N/A,N/A,N/A,2026-05-17
1150513,113,1714,和桐,N/A,N/A,N/A,2026-05-17
1150513,113,1717,長興,5.7200%,台灣、大陸、馬來西亞、美國、日本、義大利、泰國等工廠及高雄公司、北區營業所、中區營業所、韓國、越南等辦事處等。,ISO 50001,2026-05-17
1150513,113,1718,中纖,N/A,N/A,ISO 50001,2026-05-17
1150513,113,1720,生達,7.4932%,生達一廠+生達二廠,N/A,2026-05-17
1150513,113,1721,三晃,N/A,N/A,確信準則3000號,2026-05-17
1150513,113,1722,台肥,0.0000%,台肥母公司之台中廠、苗栗廠、花蓮廠,ISO 50001,2026-05-17
1150513,113,1723,中碳,0.0000%,母公司,ISO 50001,2026-05-17
1150513,113,1725,元禎,N/A,N/A,N/A,2026-05-17
1150513,113,1726,永記,N/A,N/A,N/A,2026-05-17
1150513,113,1727,中華化,N/A,N/A,N/A,2026-05-17
1150513,113,1730,花仙子,12.8990%,台灣花仙子(包含台北、台中、高雄辦公室)及蘇州太倉廠,N/A,2026-05-17
1150513,113,1731,美吾華,N/A,N/A,N/A,2026-05-17
1150513,113,1732,毛寶,N/A,N/A,N/A,2026-05-17
1150513,113,1733,五鼎,N/A,N/A,N/A,2026-05-17
1150513,113,1734,杏輝,N/A,N/A,N/A,2026-05-17
1150513,113,1735,日勝化,0.4367%,僅母公司,N/A,2026-05-17
1150513,113,1736,喬山,N/A,N/A,N/A,2026-05-17
1150513,113,1737,臺鹽,N/A,N/A,ISO 50001,2026-05-17
1150513,113,1752,南光,N/A,N/A,N/A,2026-05-17
1150513,113,1760,寶齡富錦,N/A,N/A,N/A,2026-05-17
1150513,113,1762,中化生,N/A,N/A,N/A,2026-05-17
1150513,113,1773,勝一,N/A,N/A,N/A,2026-05-17
1150513,113,1776,展宇,N/A,N/A,N/A,2026-05-17
1150513,113,1783,和康生,N/A,N/A,N/A,2026-05-17
1150513,113,1786,科妍,N/A,N/A,N/A,2026-05-17
1150513,113,1789,神隆,0.4650%,僅母公司,N/A,2026-05-17
1150513,113,1795,美時,N/A,N/A,N/A,2026-05-17
1150513,113,1802,台玻,N/A,N/A,ISO 50001,2026-05-17
1150513,113,1805,寶徠,N/A,N/A,N/A,2026-05-17
1150513,113,1806,冠軍,N/A,N/A,ISO 50001,2026-05-17
1150513,113,1808,潤隆,N/A,N/A,N/A,2026-05-17
1150513,113,1809,中釉,N/A,N/A,N/A,2026-05-17
1150513,113,1810,和成,N/A,N/A,ISO 50001,2026-05-17
1150513,113,1817,凱撒衛,N/A,N/A,N/A,2026-05-17
1150513,113,1903,士紙,N/A,N/A,N/A,2026-05-17
1150513,113,1904,正隆,0.0403%,母公司,ISO 50001,2026-05-17
1150513,113,1905,華紙,45.4300%,台灣(觀音廠、久堂廠、花蓮廠、台東廠)及中國鼎豐,ISO 50001,2026-05-17
1150513,113,1906,寶隆,N/A,N/A,N/A,2026-05-17
1150513,113,1907,永豐餘,40.6474%,永豐餘林漿紙、工紙紙器、消費品三大事業群之台灣生產據點。可再生能源包含沼氣、木質素黑液、樹皮、廢木材、木片、木屑、SRF、回收紙渣、廢膠片、餘泥，及太陽能等。,ISO 50001,2026-05-17
1150513,113,1909,榮成,N/A,N/A,ISO 50001,2026-05-17
1150513,113,2002,中鋼,0.0670%,母公司,ISO 50001,2026-05-17
1150513,113,2006,東和鋼鐵,3.0800%,母公司,ISO 50001,2026-05-17
1150513,113,2007,燁興,1.0100%,本公司,ISO 50001,2026-05-17
1150513,113,2008,高興昌,N/A,N/A,N/A,2026-05-17
1150513,113,2009,第一銅,0.0000%,第一伸銅科技股份有限公司臨海廠,N/A,2026-05-17
1150513,113,2010,春源,3.0802%,僅母公司,N/A,2026-05-17
1150513,113,2012,春雨,N/A,N/A,N/A,2026-05-17
1150513,113,2013,中鋼構,N/A,N/A,N/A,2026-05-17
1150513,113,2014,中鴻,2.6738%,113/1/1~113/12/31(全公司再生能源使用量/全公司總用電量),ISO 50001,2026-05-17
1150513,113,2015,豐興,1.1300%,包含合併財務報表之母子公司,N/A,2026-05-17
1150513,113,2017,官田鋼,0.2900%,總公司+麻豆廠+加工廠,N/A,2026-05-17
