出表日期,基金代號,基金簡稱,基金類型,基金中文名稱,基金英文名稱,標的指數/追蹤指數名稱,標的指數是否為客製化或需揭露相關資訊之指數,股票及債券投資比例說明,是否設有績效指標,績效指標中文名稱,績效指標英文名稱,是否包含國外成分股,基金統一編號,成立日期,上市日期,基金經理人,經理公司總機,經理公司地址,經理公司董事長,經理公司發言人,經理公司總經理,經理公司代理發言人,總代理人,發行單位數/轉換數,保管機構,保管機構電話,保管機構地址,備註,date
1150514,00661,元大日經225,國外成分證券指數股票型基金,元大已開發國家傘型證券投資信託基金之元大日經225證券投資信託基金,Yuanta Nikkei 225 ETF,日經225指數,否,不適用,不適用,不適用,不適用,是,42398663,1050601,1050615,許家瑋,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,23925000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00662,富邦NASDAQ,國外成分證券指數股票型基金,富邦NASDAQ-100證券投資信託基金,Fubon  NASDAQ-100  ETF,NASDAQ-100 指數,否,不適用,不適用,不適用,不適用,是,42399305,1050603,1050617,王辰方,(02)8771-6688,台北市敦化南路一段108號8樓,黃昭棠,黃昭棠,呂其倫,呂其倫,,741029000,中國信託商業銀行股份有限公司,(02)2381-8890,台北市中正區重慶南路一段77號4樓,,2026-05-15
1150514,00663L,國泰臺灣加權正2,槓桿/反向指數股票型基金,國泰臺指ETF傘型證券投資信託基金之臺灣加權指數單日正向2倍證券投資信託基金,Cathay TAIEX Daily Leveraged 2X ETF Fund,臺灣證券交易所發行量加權股價日報酬正向兩倍指數,否,不適用,不適用,不適用,不適用,否,42404264,1050701,1050714,蘇鼎宇,(02)2700-8399,台北市大安區敦化南路二段39號6樓,李偉正,鄭立誠,張雍川,陳麗萍,國泰證券投資信託股份有限公司,109663000,台灣集中保管結算所託股份有限公,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00664R,國泰臺灣加權反1,槓桿/反向指數股票型基金,國泰臺指ETF傘型證券投資信託基金之臺灣加權指數單日反向1倍證券投資信託基金,Cathay TAIEX Daily Inversed ETF,臺灣證券交易所發行量加權股價日報酬反向一倍指數,否,不適用,不適用,不適用,不適用,否,42404258,1050701,1050714,蘇鼎宇,(02)2700-8399,台北市大安區敦化南路二段39號6樓,李偉正,鄭立誠,張雍川,陳麗萍,國泰證券投資信託股份有限公司,784075000,台灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00665L,富邦恒生國企正2,槓桿/反向指數股票型基金,富邦恒生國企ETF傘型證券投資信託基金之富邦恒生國企單日正向兩倍證券投資信託基金,Fubon Hang Seng China Enterprises Leveraged Index ETF,恒生國企槓桿指數,否,不適用,不適用,不適用,不適用,是,42404573,1050721,1050805,黃煜翔,(02)8771-6688,台北市敦化南路一段108號8樓,黃昭棠,黃昭棠,呂其倫,呂其倫,,448465000,中國信託商業銀行股份有限公司,(02)2381-8890,台北市中正區重慶南路一段77號4樓,,2026-05-15
1150514,00666R,富邦恒生國企反1,槓桿/反向指數股票型基金,富邦恒生國企ETF傘型證券投資信託基金之富邦恒生國企單日反向一倍證券投資信託基金,Fubon Hang Seng China Enterprises Inverse Index ETF,恒生國企短倉指數,否,不適用,不適用,不適用,不適用,是,42404567,1050721,1050805,黎邕墉,(02)8771-6688,台北市敦化南路一段108號8樓,黃昭棠,黃昭棠,呂其倫,呂其倫,,15124000,中國信託商業銀行股份有限公司,(02)2381-8890,台北市中正區重慶南路一段77號4樓,,2026-05-15
1150514,00667,元大韓國,國外成分證券指數股票型基金,元大韓國KOSPI 200證券投資信託基金,Yuanta KOSPI 200 ETF,KOSPI 200指數,,不適用,不適用,不適用,不適用,是,42441583,1050930,1051007,李孟霞,(02)27175555,台北市中山區南京東路三段219號11樓,黃古彬,劉宗聖,劉宗聖,黃昭棠,,929000,臺灣集中保管結算所股份有限公司,(02)27195805,台北市復興北路363號11樓,,2026-05-15
1150514,00668,國泰美國道瓊,國外成分證券指數股票型基金,國泰美國ETF傘型證券投資信託基金之道瓊工業平均指數證券投資信託基金,Cathay DJIA ETF,道瓊斯工業平均指數,否,不適用,不適用,不適用,不適用,是,42443225,1051003,1051017,蘇鼎宇,(02)2700-8399,台北市大安區敦化南路二段39號6樓,李偉正,鄭立誠,張雍川,陳麗萍,國泰證券投資信託股份有限公司,11558000,台灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00668K,國泰美國道瓊+U,國外成份/加掛外幣證券指數股票型基金,國泰道瓊工業平均指數證券投資信託基金(加掛美元受益憑證)-國外成份/加掛外幣證券指數股票型基金,Cathay Dow Jones Industrial Average ETF(USD),道瓊斯工業平均指數,否,不適用,不適用,不適用,不適用,是,42443225,1061024,1061024,蘇鼎宇,(02)2700-8399,台北市大安區敦化南路二段39號6樓,李偉正,鄭立誠,張雍川,陳麗萍,國泰證券投資信託股份有限公司,10500,台灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00669R,國泰美國道瓊反1,槓桿/反向指數股票型基金,國泰美國ETF傘型證券投資信託基金之道瓊工業平均指數單日反向1倍證券投資信託基金,Cathay DJIA Inv 1X ETF,道瓊斯工業平均單日反向指數,否,不適用,不適用,不適用,不適用,是,42443203,1051003,1051017,蘇鼎宇,(02)2700-8399,台北市大安區敦化南路二段39號6樓,李偉正,鄭立誠,張雍川,陳麗萍,國泰證券投資信託股份有限公司,208617000,台灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00670L,富邦NASDAQ正2,槓桿/反向指數股票型基金,富邦NASDAQ-100 ETF 傘型證券投資信託基金之富邦NASDAQ-100單日正向兩倍證券投資信託基金,Fubon NASDAQ-100  2X Leveraged Index ETF,NASDAQ-100正向2倍指數,否,不適用,不適用,不適用,不適用,是,42441710,1060214,1060221,陳婉寧,(02)8771-6688,台北市敦化南路一段108號8樓,黃昭棠,黃昭棠,呂其倫,呂其倫,,76145000,中國信託商業銀行股份有限公司,(02)2381-8890,台北市中正區重慶南路一段77號4樓,,2026-05-15
1150514,00671R,富邦NASDAQ 反1,槓桿/反向指數股票型基金,富邦NASDAQ-100 ETF傘型證券投資信託基金之富邦NASDAQ-100 單日反向一倍證券投資信託基金,Fubon NASDAQ-100 -1X  Inverse Index ETF,NASDAQ-100反向1倍指數,否,不適用,不適用,不適用,不適用,是,42441704,1050214,1060221,蘇筱婷,(02)8771-6688,台北市敦化南路一段108號8樓,黃昭棠,黃昭棠,呂其倫,呂其倫,,551884000,中國信託商業銀行股份有限公司,(02)2381-8890,台北市中正區重慶南路一段77號4樓,,2026-05-15
1150514,00672L,元大S&amp;P原油正2,槓桿/反向指數股票型基金,元大標普油金傘型期貨信託基金之元大標普高盛原油ER單日正向2倍指數股票型期貨信託基金,Yuanta S&amp;P GSCI Crude Oil 2x Leveraged ER Futures ETF,標普高盛原油日報酬正向兩倍ER指數,,不適用,不適用,不適用,不適用,是,42451147,1050930,1051007,曾士育,(02)27175555,臺北市大安區敦化南路二段67號地下一層,劉宗聖,謝忠賢,謝忠賢,林瑞源,,2036187000,臺灣集中保管結算所股份有限公司,(02)27195805,台北市復興北路363號11樓,,2026-05-15
1150514,00673R,期元大S&amp;P原油反1(原名：元大S&amp;P原油反1),槓桿/反向指數股票型基金,元大標普油金傘型期貨信託基金之元大標普高盛原油ER單日反向1倍指數股票型期貨信託基金,Yuanta S&amp;P GSCI Crude Oil 1x Inverse ER Futures ETF,標普高盛原油日報酬反向一倍ER指數,否,不適用,不適用,不適用,不適用,是,42451152,1050930,1051007,洪佑銘,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,820050646,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00674R,期元大S&amp;P黃金反1(原名：元大S&amp;P黃金反1),槓桿/反向指數股票型基金,元大標普油金傘型期貨信託基金之元大標普高盛黃金ER單日反向1倍指數股票型期貨信託基金,Yuanta S&amp;P GSCI Gold 1x Inverse ER FuturesETF,標普高盛黃金日報酬反向一倍ER指數,否,不適用,不適用,不適用,不適用,是,42451168,1050930,1051007,陳易廷,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,84603000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00675L,FB臺灣加權正2,槓桿/反向指數股票型基金,富邦臺灣加權ETF傘型證券投資信託基金之富邦臺灣加權單日正向兩倍證券投資信託基金,Fubon TAIEX Daily 2X  Leveraged ETF,臺灣證券交易所發行量加權股價日報酬正向兩倍指數,否,不適用,不適用,不適用,不適用,否,42450837,1050923,1051005,林威宇,(02)8771-6688,台北市敦化南路一段108號8樓,黃昭棠,黃昭棠,陳世宗,陳世宗,,108786000,華南商業銀行股份有限公司,(02)2371-3111,台北市信義區松仁路123號15樓,,2026-05-15
1150514,00676R,富邦臺灣加權反1,槓桿/反向指數股票型基金,富邦臺灣加權ETF傘型證券投資信託基金之富邦臺灣加權單日反向一倍證券投資信託基金,Fubon TAIEX Daily-1X Inverse ETF,臺灣證券交易所發行量加權股價日報酬反向一倍指數,否,不適用,不適用,不適用,不適用,否,42450843,1050923,1051005,王素珍,(02)8771-6688,台北市敦化南路一段108號8樓,黃昭棠,黃昭棠,呂其倫,呂其倫,,172833683,華南商業銀行股份有限公司,(02)2348-1111,台北市信義區松仁路123號15樓,,2026-05-15
1150514,00677U,期富邦VIX,指數股票型期貨信託基金,富邦標普500波動率短期期貨ER指數股票型期貨信託基金,Fubon S&amp;P 500 VIX  Short-Term Futures ETF,標普500波動率短期期貨ER指數,,不適用,不適用,不適用,不適用,是,42460390,1051222,1051230,楊邦珩,((02)8771)6688,台北市敦化南路一段108號8樓,史綱,史綱,李明州,李明州,富邦投信,1486708000,富邦證券投資信託股份有限公司,((02)8771)6688,台北市敦化南路一段108號8樓,,2026-05-15
1150514,00678,群益那斯達克生技,國外成分證券指數股票型基金,群益那斯達克生技證券投資信託基金,CAPITAL NASDAQ BIOTECHNOLOGY INDEX EXCHANGE,那斯達克生技指數(NBI),否,不適用,不適用,不適用,不適用,是,42465424,1060109,1060116,張晏禎,(02)2706-7688,台北市大安區敦化南路二段69號15樓,賴政昇,林慧玟,陳明輝,無,無,7948000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00680L,元大美債20正2,槓桿/反向指數股票型基金,元大美國政府20年期(以上)債券ETF傘型證券投資信託基金之元大美國政府20年期(以上)債券單日正向2倍證券投資信託基金,Yuanta Daily U.S. Treasury 20+ Year Bond Bull 2X ETF,ICE美國政府20+年期債券2倍槓桿指數,否,不適用,不適用,不適用,不適用,是,42461567,1060111,1060117,蕭開豪,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,1933076000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00681R,元大美債20反1,槓桿/反向指數股票型基金,元大美國政府20年期(以上)債券ETF傘型證券投資信託基金之元大美國政府20年期(以上)債券單日反向1倍證券投資信託基金,Yuanta Daily U.S. Treasury 20+ Year Bond Bear 1X ETF,ICE美國政府20+年期債券1倍反向指數,否,不適用,不適用,不適用,不適用,是,42461588,1060111,1060117,陳柏彰,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,7594000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00682U,期元大美元指數(原名：元大美元指數),指數股票型期貨信託基金,元大標普美元指數傘型期貨信託基金之元大標普美元ER指數股票型期貨信託基金,Yuanta S&amp;P US Dollar ER Futures ETF,標普美元ER指數,否,不適用,不適用,不適用,不適用,是,42469717,1060306,1060314,黃議玄,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,7644000,臺灣集中保管結算所股份有限公司,(02)2719-5805,臺北市復興北路363號11樓,,2026-05-15
1150514,00683L,期元大美元指正2(原名：元大美元指數正2),槓桿/反向指數股票型基金,元大標普美元指數傘型期貨信託基金之元大標普美元ER單日正向2倍指數股票型期貨信託基金,Yuanta S&amp;P US Dollar 2x Leverage ER Futures ETF,標普美元日報酬正向兩倍ER指數,否,不適用,不適用,不適用,不適用,是,42469738,1060306,1060314,陳易廷,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,11434000,臺灣集中保管結算所股份有限公司,(02)2719-5805,臺北市復興北路363號11樓,,2026-05-15
1150514,00684R,期元大美元指反1(原名：元大美元指數反1),槓桿/反向指數股票型基金,元大標普美元指數傘型期貨信託基金之元大標普美元ER單日反向1倍指數股票型期貨信託基金,Yuanta S&amp;P US Dollar 1x Inverse ER Futures ETF,標普美元日報酬反向一倍ER指數,否,不適用,不適用,不適用,不適用,是,42469723,1060306,1060314,潘昶安,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,9688000,臺灣集中保管結算所股份有限公司,(02)2719-5805,臺北市復興北路363號11樓,,2026-05-15
1150514,00685L,群益臺灣加權正2,槓桿/反向指數股票型基金,群益臺灣加權指數ETF傘型證券投資信託基金之群益臺灣加權指數單日正向2倍證券投資信託基金,CAPITAL TAIEX DAILY LEVERAGED 2X ETF,臺灣證券交易所發行量加權股價日報酬正向兩倍指數,否,不適用,不適用,不適用,不適用,否,42481276,1060323,1060330,洪祥益,(02)2706-7688,台北市大安區敦化南路二段69號15樓,賴政昇,林慧玟,陳明輝,無,無,38139000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00686R,群益臺灣加權反1,槓桿/反向指數股票型基金,群益臺灣加權指數ETF傘型證券投資信託基金之群益臺灣加權指數單日反向1倍證券投資信託基金,CAPITAL TAIEX DAILY INVERSED -1X ETF,臺灣證券交易所發行量加權股價日報酬反向一倍指數,否,不適用,不適用,不適用,不適用,否,42481260,1060323,1060330,洪祥益,(02)2706-7688,台北市大安區敦化南路二段69號15樓,賴政昇,林慧玟,陳明輝,無,無,178276000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00688L,國泰20年美債正2,槓桿/反向指數股票型基金,國泰美國債券ETF傘型證券投資信託基金之20年期(以上)美國公債指數單日正向2倍證券投資信託基金,Cathay US Treasury 20+ YR Lev 2X ETF,彭博20年期(以上)美國公債單日正向2倍指數,否,不適用,不適用,不適用,不適用,是,42482747,1060406,1060413,林淑娟,(02)2700-8399,台北市大安區敦化南路二段39號6樓,李偉正,鄭立誠,張雍川,陳麗萍,國泰證券投資信託股份有限公司,807115000,台灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00689R,國泰20年美債反1,槓桿/反向指數股票型基金,國泰美國債券ETF傘型證券投資信託基金之20年期(以上)美國公債指數單日反向1倍證券投資信託基金,Cathay US Treasury 20+ YR Inv 1X ETF,彭博20年期(以上)美國公債單日反向1倍指數,否,不適用,不適用,不適用,不適用,是,42482731,1060406,1060413,林淑娟,(02)2700-8399,台北市大安區敦化南路二段39號6樓,李偉正,鄭立誠,張雍川,陳麗萍,國泰證券投資信託股份有限公司,6889000,台灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
